0.000000000000000000e+00,1.971059445568089208e+00,2.114410842572753424e+01,7.194911081345277637e+01,1.651161585371943730e+01,2.327247750452235697e-01,1.197649040076318894e+00,-4.376947167323492760e-01,1.491325430159245125e+00,-2.188473583661747213e-01,-2.188473583661747213e-01,1.201428842626725002e+00,-1.201428842626725002e+00,1.069999999999950901e+01,1.163623875226117849e-01,5.988245200381594469e-01
1.000000000000000000e+00,1.280143240420433592e+01,8.693782183261076568e+01,1.616922112117447696e+01,2.012435649558615758e+00,1.326657205062090061e-01,2.739580989090217855e-01,-1.011628755379019973e+00,1.041643865275275260e+01,-5.058143776895100974e-01,-5.058143776895100974e-01,3.187568111911545099e+00,-3.187568111911545099e+00,4.013999999999675161e+00,6.633286025310450307e-02,1.369790494545108928e-01
2.000000000000000000e+00,8.309108550575299290e-01,6.977306181603928792e+01,9.814898703251668621e+01,2.732715042180779363e+01,2.812911514214876951e-01,2.362988106107440089e-01,-2.276434172785277710e-01,5.910985300405667831e-01,-1.138217086392639132e-01,-1.138217086392639132e-01,7.603572506940440290e-01,-7.603572506940440290e-01,1.717799999999801130e+01,1.406455757107438476e-01,1.181494053053720045e-01
3.000000000000000000e+00,3.338332916680401219e+00,9.262891895477680748e+01,9.377028019784853541e+01,1.043505773747103049e+01,1.124827661964206693e-01,3.373735615504060981e-01,-3.439082573886247385e-01,2.931231332163473535e+00,-1.719541286943123415e-01,-1.719541286943123415e-01,1.703426872451075713e+00,-1.703426872451075713e+00,7.539000000000852353e+00,5.624138309821033466e-02,1.686867807752030490e-01
4.000000000000000000e+00,1.333633123731087444e+00,4.361022914374435544e+01,4.330331209890820787e+01,1.586166858627372500e+00,3.749509860879922385e-02,4.779104973441373333e-02,-2.036197479881951544e-02,1.253985687565390972e+00,-1.018098739940976119e-02,-1.018098739940976119e-02,1.119768741777052989e+00,-1.119768741777052989e+00,1.189199999999884838e+01,1.874754930439961192e-02,2.389552486720686666e-02
5.000000000000000000e+00,5.561195297315655317e-01,5.749726734973446440e+01,6.844317370268598211e+01,3.253143309414570528e+00,4.823532361860087547e-02,3.039106089763139035e-02,-1.909125684761514563e-02,5.215615756047282670e-01,-9.545628423807576285e-03,-9.545628423807576285e-03,7.221291135127587690e-01,-7.221291135127587690e-01,1.852499999999965752e+01,2.411766180930043774e-02,1.519553044881569517e-02
6.000000000000000000e+00,1.255258130936239391e+00,6.901767642711311623e+01,4.676777508619069579e+01,8.320413647781903066e+00,1.817963322908476564e-01,1.265219735534721390e-01,-2.062405445626562805e-01,1.005096026933949727e+00,-1.031202722813281680e-01,-1.031202722813281680e-01,9.972272741850649602e-01,-9.972272741850649602e-01,1.299899999999823486e+01,9.089816614542382822e-02,6.326098677673606951e-02
7.000000000000000000e+00,1.358500849153964651e+01,8.586795330702771878e+01,7.797169985467220954e+00,8.750050374332409842e-01,1.287307863866958002e-01,1.383568277157111726e-01,-2.307965618111058603e-01,1.031818740097907394e+01,-1.153982809055529579e-01,-1.153982809055529579e-01,3.210120034787347532e+00,-3.210120034787347532e+00,4.214999999999742286e+00,6.436539319334790010e-02,6.917841385785558628e-02
8.000000000000000000e+00,3.215443156954754245e-01,2.121334581156733634e+01,9.353083815099846277e+01,4.320579417178769432e+01,4.669339977368558992e-01,3.528766910150395453e-01,-1.483073756755164396e-01,1.695717458164919256e-01,-7.415368783775824757e-02,-7.415368783775824757e-02,4.050592257887138947e-01,-4.050592257887138947e-01,3.354600000001251914e+01,2.334669988684279496e-01,1.764383455075197726e-01
9.000000000000000000e+00,1.294958258506517579e+00,7.291736661781487783e+01,2.880623160288568130e+01,7.613724768234201967e+00,2.738136140477253067e-01,1.017218809544641472e-01,-3.219321443208222888e-01,9.077360012221035168e-01,-1.609660721604110889e-01,-1.609660721604110889e-01,9.390558688573075186e-01,-9.390558688573075186e-01,1.380499999999778815e+01,1.369068070238626533e-01,5.086094047723207362e-02
1.000000000000000000e+01,7.083268554630294256e-01,5.877489928027142696e+01,6.211138334204205336e+01,1.618103384908619091e+01,2.647793743846463266e-01,1.457185530256613626e-01,-1.791657833640167841e-01,5.123919555283570348e-01,-8.958289168200839203e-02,-8.958289168200839203e-02,7.101879054491471166e-01,-7.101879054491471166e-01,1.845899999999957686e+01,1.323896871923231633e-01,7.285927651283068129e-02
1.100000000000000000e+01,1.330490781951245705e+00,4.299601027701895362e+01,8.784310314691558119e+01,8.585451933786897527e+00,9.886164384594343935e-02,2.421646148250055086e-01,-1.178856679182840317e-01,1.185307438218380582e+00,-5.894283395914201584e-02,-5.894283395914201584e-02,1.087121511397528106e+00,-1.087121511397528106e+00,1.199899999999878908e+01,4.943082192297171967e-02,1.210823074125027543e-01
1.200000000000000000e+01,2.002673661088298029e+00,3.756191939536034141e+01,8.862730510528534467e+01,1.518244809972320297e+01,1.732616115659530442e-01,6.768624274353810533e-01,-3.283050088956604995e-01,1.637005738062266902e+00,-1.641525044478302220e-01,-1.641525044478302220e-01,1.268881276300415806e+00,-1.268881276300415806e+00,1.012899999999982548e+01,8.663080578297652212e-02,3.384312137176905266e-01
1.300000000000000000e+01,2.335095925996280908e+00,8.047052192997571751e+01,9.659010326278863090e+01,8.102411376087696127e+00,8.476203183726245538e-02,2.174382405976985067e-01,-1.758013113755356738e-01,2.115042286927099280e+00,-8.790065568776785077e-02,-8.790065568776785077e-02,1.451659657652839774e+00,-1.451659657652839774e+00,8.951000000000478352e+00,4.238101591863122769e-02,1.087191202988492533e-01
1.400000000000000000e+01,2.000342146539754395e+00,6.982380623654432839e+01,8.206022934360727561e+01,8.586206624951143951e+00,1.059237889465493576e-01,2.226391521407790342e-01,-1.900893600678916773e-01,1.766663867905717389e+00,-9.504468003394583864e-02,-9.504468003394583864e-02,1.325756529949206675e+00,-1.325756529949206675e+00,9.771000000000023888e+00,5.296189447327467881e-02,1.113195760703895171e-01
1.500000000000000000e+01,6.681270695007813787e-01,1.339910583723853676e+01,5.297658736990966588e+01,6.916643397415524142e+00,1.330722878782094332e-01,3.047458065794006465e-01,-7.797572880669101369e-02,5.682844028438073236e-01,-3.898786440334553460e-02,-3.898786440334553460e-02,7.528375317909392628e-01,-7.528375317909392628e-01,1.751099999999841828e+01,6.653614393910471658e-02,1.523729032897003233e-01
1.600000000000000000e+01,7.255462402628652940e-01,6.274666022964347434e+01,8.163925858011114656e+01,1.933174622591063851e+01,2.397311999924391368e-01,1.720541928363617246e-01,-1.671793929868425899e-01,5.448534915932696787e-01,-8.358969649342126718e-02,-8.358969649342126718e-02,7.333936557084520524e-01,-7.333936557084520524e-01,1.785799999999884236e+01,1.198655999962195684e-01,8.602709641818086228e-02
1.700000000000000000e+01,1.292178194634406863e+00,1.300485423341678981e+01,5.441102050025388337e+01,1.324540373924693348e+01,2.479900892210807617e-01,1.008234791703997102e+00,-3.025883050259372542e-01,9.538717281065011155e-01,-1.512941525129686826e-01,-1.512941525129686826e-01,9.648739853068294403e-01,-9.648739853068294403e-01,1.341599999999800374e+01,1.239950446105403808e-01,5.041173958519985510e-01
1.800000000000000000e+01,1.696445659232556746e+00,7.614148750986750258e+01,8.732074822980659690e+01,1.805252713042838408e+01,2.091331168998699364e-01,3.217823689606254534e-01,-3.394182043435218787e-01,1.326297926842959995e+00,-1.697091021717608561e-01,-1.697091021717608561e-01,1.139077147292059111e+00,-1.139077147292059111e+00,1.130499999999917371e+01,1.045665584499349682e-01,1.608911844803127267e-01
1.900000000000000000e+01,1.298160794028378140e+00,5.269666000448219734e+01,9.456978759835043036e+01,2.085716046358990283e+01,2.229048606278721534e-01,4.035446033728393722e-01,-2.786991550433963738e-01,9.981272473408474566e-01,-1.393495775216981869e-01,-1.393495775216981869e-01,9.892971962890483306e-01,-9.892971962890483306e-01,1.307399999999819329e+01,1.114524303139360767e-01,2.017723016864196861e-01
2.000000000000000000e+01,2.560862411064058097e+00,5.525317340271843847e+01,7.845194726903483229e+01,1.055359185038320469e+01,1.362598646322545626e-01,4.279409047613211836e-01,-3.207481862107091075e-01,2.183725066327931952e+00,-1.603740931053545538e-01,-1.603740931053545538e-01,1.469015049816906116e+00,-1.469015049816906116e+00,8.744000000000593076e+00,6.812993231612728129e-02,2.139704523806605918e-01
2.100000000000000000e+01,2.022844526607014526e+00,8.666616995563825299e+01,2.972761333773786419e+01,5.842084132888014203e+00,2.033612769778404827e-01,1.124093967500441188e-01,-3.571601849456780275e-01,1.557268219435817391e+00,-1.785800924728390138e-01,-1.785800924728390138e-01,1.235061686721845353e+00,-1.235061686721845353e+00,1.041799999999966531e+01,1.016806384889202414e-01,5.620469837502205940e-02
2.200000000000000000e+01,2.371532881000385728e+00,3.555941638396095072e+01,8.043337993233605232e+01,1.242079292985463823e+01,1.563674231215526067e-01,7.076368907665719910e-01,-3.459564543297314332e-01,1.975828364429992767e+00,-1.729782271648657166e-01,-1.729782271648657166e-01,1.394957668661272798e+00,-1.394957668661272798e+00,9.200000000000340350e+00,7.818371156077630335e-02,3.538184453832859955e-01
2.300000000000000000e+01,4.618619139746084068e-01,2.657073935895411054e+01,9.550431658276045255e+01,2.261159525288386973e+01,2.392652110560703482e-01,3.021651315540409555e-01,-1.068285506797183038e-01,3.476754880025360039e-01,-5.341427533985920739e-02,-5.341427533985920739e-02,5.872158063203457568e-01,-5.872158063203457568e-01,2.260800000000464749e+01,1.196326055280351741e-01,1.510825657770204777e-01
2.400000000000000000e+01,8.045213296467839115e-01,4.846927271010240901e+01,8.387698799351856849e+01,1.795045801971374644e+01,2.165915829508375801e-01,2.362347023879333707e-01,-1.667383445127359476e-01,6.227545775477008050e-01,-8.336917225636797379e-02,-8.336917225636797379e-02,7.847319024131672593e-01,-7.847319024131672593e-01,1.664899999999736480e+01,1.082957914754187900e-01,1.181173511939666854e-01
2.500000000000000000e+01,3.073655774709913580e+00,2.554467595587135165e+01,3.568744676626550927e+01,5.502339553367052716e+00,1.586262485804584565e-01,5.731051628587707780e-01,-4.150974160430669357e-01,2.513628220813187930e+00,-2.075487080215333846e-01,-2.075487080215333846e-01,1.571798891274510446e+00,-1.571798891274510446e+00,8.151000000000921730e+00,7.931312429022922827e-02,2.865525814293853890e-01
2.600000000000000000e+01,9.901782502187463919e-01,5.068087546463822690e+01,3.620244282498320842e+01,1.804958241579491585e+00,5.127366445997068312e-02,3.440665588025789562e-02,-2.482131612513105434e-02,9.134594316293235261e-01,-1.241065806256552717e-02,-1.241065806256552717e-02,9.556701351385723520e-01,-9.556701351385723520e-01,1.389999999999773550e+01,2.563683222998534156e-02,1.720332794012894781e-02
2.700000000000000000e+01,8.838366819850137501e-01,2.624002068858701264e+01,8.212996032259874823e+01,1.427820089632017364e+01,1.759917155086168639e-01,4.011744490179793843e-01,-1.466804177598418635e-01,7.194212319608828121e-01,-7.334020887992098725e-02,-7.334020887992098725e-02,8.450103228495685626e-01,-8.450103228495685626e-01,1.544399999999687978e+01,8.799585775430843193e-02,2.005872245089896921e-01
2.800000000000000000e+01,2.496796573080655612e+00,8.775867875397479168e+01,5.607513749722148333e+01,1.820306680227703922e+00,3.305133246956555582e-02,5.098657303907558336e-02,-3.946818347915570513e-02,2.371219849268288993e+00,-1.973409173957788032e-02,-1.973409173957788032e-02,1.539750114431398087e+00,-1.539750114431398087e+00,8.698000000000618570e+00,1.652566623478277791e-02,2.549328651953779168e-02
